char_name,sol,ky,may,axl,chipp,potemkin,faust,millia,zato,ramlethal,leo,nagoriyuki,giovanna,anji,i-no,goldlewis,jack-o
sol,0.5,0.5278514588859416,0.5504587155963303,0.4148148148148148,0.3853211009174312,0.4642857142857143,0.5,0.5596707818930041,0.3706293706293706,0.5234375,0.5,0.41217798594847777,0.49282296650717705,0.4911504424778761,0.4700854700854701,0.44,0.592814371257485
ky,0.47214854111405835,0.5,0.6666666666666666,0.3063583815028902,0.4263157894736842,0.4854368932038835,0.4939759036144578,0.6617647058823529,0.5586206896551724,0.475177304964539,0.558974358974359,0.4608540925266904,0.56875,0.5539033457249071,0.4942084942084942,0.47410358565737054,0.43884892086330934
may,0.44954128440366975,0.3333333333333333,0.5,0.535031847133758,0.43452380952380953,0.46703296703296704,0.5,0.484375,0.41304347826086957,0.47058823529411764,0.33613445378151263,0.4448818897637795,0.368,0.5098039215686274,0.6016949152542372,0.35833333333333334,0.5882352941176471
axl,0.5851851851851851,0.6936416184971098,0.46496815286624205,0.5,0.47368421052631576,0.5163398692810458,0.5757575757575758,0.5441176470588235,0.6827586206896552,0.5069444444444444,0.8115942028985508,0.4946808510638298,0.4537037037037037,0.48360655737704916,0.4426229508196721,0.6530612244897959,0.8
chipp,0.6146788990825688,0.5736842105263158,0.5654761904761905,0.5263157894736842,0.5,0.5597826086956522,0.4375,0.5818181818181818,0.5772357723577236,0.5921052631578947,0.5176470588235295,0.4639175257731959,0.5458515283842795,0.608433734939759,0.509090909090909,0.5801526717557252,0.46153846153846156
potemkin,0.5357142857142857,0.5145631067961165,0.532967032967033,0.48366013071895425,0.44021739130434784,0.5,0.4794520547945205,0.5190839694656488,0.5691056910569106,0.4968152866242038,0.45454545454545453,0.4179566563467492,0.5792349726775956,0.5163398692810458,0.5102040816326531,0.35546875,0.5252525252525253
faust,0.5,0.5060240963855421,0.5,0.42424242424242425,0.5625,0.5205479452054794,0.5,0.4838709677419355,0.47540983606557374,0.4365079365079365,0.3125,0.47368421052631576,0.4807692307692308,0.5476190476190477,0.48031496062992124,0.4943820224719101,0.6274509803921569
millia,0.4403292181069959,0.3382352941176471,0.515625,0.45588235294117646,0.41818181818181815,0.48091603053435117,0.5161290322580645,0.5,0.539568345323741,0.5518867924528302,0.3611111111111111,0.44654088050314467,0.4,0.5277777777777778,0.4253731343283582,0.4340659340659341,0.5764705882352941
zato,0.6293706293706294,0.4413793103448276,0.5869565217391305,0.31724137931034485,0.42276422764227645,0.43089430894308944,0.5245901639344263,0.460431654676259,0.5,0.5405405405405406,0.6290322580645161,0.45555555555555555,0.41935483870967744,0.5259259259259259,0.5294117647058824,0.4457831325301205,0.4857142857142857
ramlethal,0.4765625,0.524822695035461,0.5294117647058824,0.4930555555555556,0.40789473684210525,0.5031847133757962,0.5634920634920635,0.4481132075471698,0.4594594594594595,0.5,0.5674157303370787,0.4589041095890411,0.46153846153846156,0.584,0.3900709219858156,0.5,0.5528455284552846
leo,0.5,0.441025641025641,0.6638655462184874,0.18840579710144928,0.4823529411764706,0.5454545454545454,0.6875,0.6388888888888888,0.3709677419354839,0.43258426966292135,0.5,0.5058823529411764,0.4391891891891892,0.4727272727272727,0.5462184873949579,0.36764705882352944,0.4864864864864865
nagoriyuki,0.5878220140515222,0.5391459074733096,0.5551181102362205,0.5053191489361702,0.5360824742268041,0.5820433436532507,0.5263157894736842,0.5534591194968553,0.5444444444444444,0.541095890410959,0.49411764705882355,0.5,0.4563758389261745,0.6029055690072639,0.5690140845070423,0.6462882096069869,0.610738255033557
giovanna,0.507177033492823,0.43125,0.632,0.5462962962962963,0.45414847161572053,0.4207650273224044,0.5192307692307693,0.6,0.5806451612903226,0.5384615384615384,0.5608108108108109,0.5436241610738255,0.5,0.5592105263157895,0.4240506329113924,0.4,0.44
anji,0.5088495575221239,0.44609665427509293,0.49019607843137253,0.5163934426229508,0.39156626506024095,0.48366013071895425,0.4523809523809524,0.4722222222222222,0.4740740740740741,0.416,0.5272727272727272,0.39709443099273606,0.4407894736842105,0.5,0.5523255813953488,0.46099290780141844,0.46846846846846846
i-no,0.5299145299145299,0.5057915057915058,0.3983050847457627,0.5573770491803278,0.4909090909090909,0.4897959183673469,0.5196850393700787,0.5746268656716418,0.47058823529411764,0.6099290780141844,0.453781512605042,0.4309859154929577,0.5759493670886076,0.4476744186046512,0.5,0.5476190476190477,0.6082474226804123
goldlewis,0.56,0.5258964143426295,0.6416666666666667,0.3469387755102041,0.4198473282442748,0.64453125,0.5056179775280899,0.5659340659340659,0.5542168674698795,0.5,0.6323529411764706,0.3537117903930131,0.6,0.5390070921985816,0.4523809523809524,0.5,0.6097560975609756
jack-o,0.40718562874251496,0.5611510791366906,0.4117647058823529,0.2,0.5384615384615384,0.47474747474747475,0.37254901960784315,0.4235294117647059,0.5142857142857142,0.44715447154471544,0.5135135135135135,0.38926174496644295,0.56,0.5315315315315315,0.3917525773195876,0.3902439024390244,0.5
